OBJECTID,TRAFFICCLOSURESID,CLOSURE_TYPE,STREET_NAME,STREET_FROM,STREET_TO,DATE_FROM,DATE_TO,REASON,STATUS,CLOSURE_SCHEDULED,DETAILS,DETOUR,ORGANIZATION,CONTACT,WATER,TIME,INSTRUCTIONS,INSTRUCTION_TEXT,UPDATES,CREATE_DATE,CREATE_BY,UPDATE_DATE,UPDATE_BY,STATUS_DATE,ALTERNATE_CONTACT,DOWNTOWN,MAP_CLASS,Shape__Length
2618,52618,Road,ARDELT AVE,HANSON AVE,LENNOX LEWIS WAY,7/9/2015 12:00:00 PM,7/9/2015 12:00:00 PM,Sewer Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,378.637330940583
2881,52881,Road,TANGLEWOOD AVE,BURLINGTON DR,MANCHESTER RD,7/4/2015 12:00:00 PM,7/4/2015 12:00:00 PM,Special Event,Closed,Completed,12 noon to 12:00 a.m,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,306.770521429159
2882,52882,Road,DUKE ST E,PANDORA AVE N,BETZNER AVE N,7/1/2015 12:00:00 PM,7/1/2015 12:00:00 PM,Special Event,Closed,Completed,1:00 p..m. to 8:00 p.m.,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,76.4606627582733
2885,52885,Road,WATERLOO ST,PELTZ AVE,GUELPH ST,7/6/2015 12:00:00 PM,7/7/2015 12:00:00 PM,Road Reconstruction,Closed,Completed,PELTZ AVE PAVING OPERATION,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,209.348606202864
2886,52886,Intersection,BORDEN AVE S,COURTLAND AVE E,COURTLAND AVE E,7/6/2015 12:00:00 PM,6/28/2015 12:00:00 PM,ION Construction Work,Closed,Completed,FULL INTERSECTION CLOSURE,,Kitchener,GrandLinq Hotline 1-844-625-1010,,,,,Intersection,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Intersection - Closed,480.205876149486
2889,52889,Road,WEBSTER RD,WILSON AVE,MANITOU DR,7/2/2015 12:00:00 PM,7/17/2015 12:00:00 PM,Road Reconstruction,Closed,Completed,MANITOU DR RECONSTRUCTION WORK - WAYNE CHEATER REGION -LOCAL TRAFFIC ONLY NO ACCESS TO MANITOU DR,,Kitchener,Other,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,696.425611610265
2891,52891,Road,SEVERN AVE,UNION BLVD,END,9/6/2015 12:00:00 PM,9/6/2015 12:00:00 PM,Special Event,Closed,Completed,3:00 p.m. to 11:00 p.m.,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,304.078132376334
2892,52892,Road,COLLEGE ST,KING ST W,DUKE ST W,7/1/2015 12:00:00 PM,7/1/2015 12:00:00 PM,Special Event,Closed,Completed,8:00 a.m. to 2:00 a.m.,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,105.697853708995
2893,52893,Road,GAUKEL ST,CHARLES ST W,KING ST W,7/1/2015 12:00:00 PM,7/1/2015 12:00:00 PM,Special Event,Closed,Completed,8:00 a.m. to 2:00 a.m.,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,95.9093098338327
2894,52894,Road,KING ST W,ONTARIO ST N,WATER ST N,7/3/2015 12:00:00 PM,7/4/2015 12:00:00 PM,Special Event,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,348.166601429231
2895,52895,Road,SIMEON ST,KRUG ST,BRUBACHER ST,7/18/2015 12:00:00 PM,7/18/2015 12:00:00 PM,Special Event,Closed,Completed,12 NOON TO 9:00 P.M.,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,60.3488748450419
2897,52897,Road,WATERLOO ST,BREITHAUPT ST,VICTORIA ST N,6/26/2015 12:00:00 PM,12/31/2017 12:00:00 PM,Other,Closed,Completed,Permanent closure for future transit hub,,Kitchener,Steve Sieunarine - Region 519-575-4030,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,126.613755017678
2898,52898,Intersection,ONTARIO ST S,CHARLES ST W,HALLS LANE W,7/6/2015 12:00:00 PM,7/27/2015 12:00:00 PM,ION Construction Work,Closed,Completed,,,Kitchener,GrandLinq Hotline 1-844-625-1010,,,,,Intersection,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Intersection - Closed,125.837374740596
2929,52929,Road,KING ST W,ONTARIO ST N,WATER ST N,7/1/2015 12:00:00 PM,7/1/2015 12:00:00 PM,Special Event,Closed,Completed,8:00 a.m. to 2:00 a.m.,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,355.173527500151
2930,52930,Road,GAUKEL ST,CHARLES ST W,KING ST W,7/3/2015 12:00:00 PM,7/4/2015 12:00:00 PM,Special Event,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,84.0860476865413
2931,52931,Road,COLLEGE ST,KING ST W,DUKE ST W,7/3/2015 12:00:00 PM,7/4/2015 12:00:00 PM,Special Event,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,106.657220203797
3521,53504,Road,KEHL ST,HOFFMAN ST,OTTAWA ST N,7/15/2015 12:00:00 PM,7/15/2015 12:00:00 PM,Road Repair,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,288.123153888823
3556,53525,Intersection,GREEN ST,KING ST W,GREEN ST,7/8/2015 12:00:00 PM,7/10/2015 12:00:00 PM,ION Construction Work,Closed,Completed,Intersection Closed,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,Intersection,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Intersection - Closed,62.3930857604196
3841,53538,Road,KING ST E,VICTORIA ST S,STIRLING AVE S,7/10/2015 12:00:00 PM,7/10/2015 12:00:00 PM,Special Event,Closed,Completed,6:00 PM - 10:00 PM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,1939.19562625891
3842,53547,Road,DUKE ST E,VICTORIA ST N,PANDORA AVE S,7/10/2015 12:00:00 PM,7/10/2015 12:00:00 PM,Special Event,Closed,Completed,6:00 PM - 10:00 PM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,1721.31013585219
3843,53563,Road,PANDORA AVE N,TROY ST,SIMEON ST,7/9/2015 12:00:00 PM,8/6/2015 12:00:00 PM,Road Reconstruction,Closed,Completed,SAMUEL STREET ROAD RECONSTRUCTION,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,195.506816069122
3845,53599,Road,QUEEN ST S,CHURCH ST,CHARLES ST E,7/13/2015 12:00:00 PM,8/19/2015 12:00:00 PM,ION Construction Work,Closed,Completed,NORTHBOUND CLOSURE ONLY,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,60.8110950826548
3847,53667,Road,PARKVALE DR,MAITLAND ST,WOODBINE AVE,7/14/2015 12:00:00 PM,8/21/2015 12:00:00 PM,Sewer Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,162.877150340606
3857,53555,Road,JUBILEE DR,PARK ST,DAVID ST,7/10/2015 12:00:00 PM,7/10/2015 12:00:00 PM,Special Event,Closed,Completed,2:00 PM - 7:00 PM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,511.441725231992
3859,53584,Road,GREENBROOK DR,BIRCHCLIFF AVE,FISCHER HALLMAN RD,7/15/2015 12:00:00 PM,7/16/2015 12:00:00 PM,Road Resurfacing,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,528.846007908246
3860,53591,Road,RUSKVIEW RD,SWEETBRIAR DR,GREENBROOK DR,7/15/2015 12:00:00 PM,7/16/2015 12:00:00 PM,Road Resurfacing,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,363.429279860049
3861,53606,Road,MASSEY AVE,ERIE AVE,BONIFACE AVE,7/14/2015 12:00:00 PM,7/14/2015 12:00:00 PM,Road Repair,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,77.6137177268146
3862,53613,Road,JACKSON AVE,WEBER ST E,BRENTWOOD AVE,7/15/2015 12:00:00 PM,7/15/2015 12:00:00 PM,Road Repair,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,163.662813664441
3863,53621,Road,SEABROOK DR,FISCHER HALLMAN RD,APPLE HILL CRES,7/14/2015 12:00:00 PM,7/28/2015 12:00:00 PM,Sewer Work,Closed,Completed,ACCESS VIA LUDOLF STREET,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,193.635980373952
3864,53628,Road,SEABROOK DR,FISCHER HALLMAN RD,WOODBINE AVE,7/14/2015 12:00:00 PM,8/21/2015 12:00:00 PM,Sewer Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,361.295574630734
3866,53660,Road,WOODBINE AVE,SIENNA CRES,PARKVALE DR,7/14/2015 12:00:00 PM,8/21/2015 12:00:00 PM,Sewer Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,368.774845578078
4166,53691,Intersection,OTTAWA ST N,OTTAWA ST N,WEBER ST E,7/10/2015 12:00:00 PM,7/10/2015 12:00:00 PM,Emergency,Closed,Completed,7:00 AM TO 7:00 PM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,Intersection,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Intersection - Closed,138.653963141532
4167,53723,Road,WELLINGTON ST N,DUKE ST W,AHRENS ST W,7/13/2015 12:00:00 PM,7/13/2015 12:00:00 PM,Road Resurfacing,Closed,Completed,WEBER STREET PAVING 7:00 PM TO 7:00 AM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,333.502372545723
4168,53731,Road,LOUISA ST,AHRENS ST W,DUKE ST W,7/13/2015 12:00:00 PM,7/13/2015 12:00:00 PM,Road Resurfacing,Closed,Completed,WEBER STREET PAVING 7:00 PM TO 7:00 AM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,336.307989533716
4169,53739,Road,WILHELM ST,DUKE ST W,AHRENS ST W,7/14/2015 12:00:00 PM,7/14/2015 12:00:00 PM,Road Resurfacing,Closed,Completed,WEBER STREET PAVING 7:00 PM TO 7:00 AM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,361.466437728952
4170,53757,Road,BLUCHER ST,WEBER ST W,AHRENS ST W,7/14/2015 12:00:00 PM,7/14/2015 12:00:00 PM,Road Resurfacing,Closed,Completed,WEBER STREET PAVING 7:00 PM TO 7:00 AM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,215.077184742639
4173,53774,Road,GUELPH ST,WATERLOO ST,ELLIS AVE,7/14/2015 12:00:00 PM,7/14/2015 12:00:00 PM,Road Resurfacing,Closed,Completed,WEBER STREET PAVING 7:00 PM TO 7:00 AM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,453.171417310272
4174,53782,Road,RAITAR AVE,WEBER ST W,ELLIS AVE,7/15/2015 12:00:00 PM,7/15/2015 12:00:00 PM,Road Resurfacing,Closed,Completed,WEBER STREET PAVING 7:00 PM TO 7:00 AM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,135.129599276197
4176,53816,Road,RIVERBANK DR,KING ST E,RIVERBANK DR,7/15/2015 12:00:00 PM,7/16/2015 12:00:00 PM,Other,Closed,Completed,Rail rehabilitation works,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,1046.09197878072
4177,53683,Road,MCKENZIE AVE,OTTAWA ST N,SHERBOURNE AVE,8/22/2015 12:00:00 PM,8/22/2015 12:00:00 PM,Special Event,Closed,Completed,12 NOON TO 10:00 PM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,192.634483791582
4178,53699,Road,WEBER ST W,WELLINGTON ST N,WATER ST N,7/12/2015 12:00:00 PM,7/12/2015 12:00:00 PM,Road Resurfacing,Closed,Completed,7:00 PM TO 12:00 AM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,363.134512690983
4179,53707,Road,WATER ST N,DUKE ST W,AHRENS ST W,7/13/2015 12:00:00 PM,7/13/2015 12:00:00 PM,Road Resurfacing,Closed,Completed,WEBER STREET PAVING 12:00 AM TO 7:00 PM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,316.30287700657
4180,53715,Road,COLLEGE ST,AHRENS ST W,DUKE ST W,7/13/2015 12:00:00 PM,7/13/2015 12:00:00 PM,Road Resurfacing,Closed,Completed,WEBER STREET PAVING 12:00 AM TO 7:00 PM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,329.622135675108
4181,53747,Road,REINHARDT ST,WEBER ST W,END,7/14/2015 12:00:00 PM,7/14/2015 12:00:00 PM,Road Resurfacing,Closed,Completed,WEBER STREET PAVING 7:00 PM TO 7:00 AM,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,64.6645864685973
4482,53836,Road,MT HOPE ST,KING ST W,PARK ST,7/13/2015 12:00:00 PM,7/13/2015 12:00:00 PM,ION Construction Work,Closed,Completed,,,Kitchener,GrandLinq Hotline 1-844-625-1010,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,170.367813403542
4484,53845,Road,CEDAR ST N,KING ST E,CHURCH ST,7/13/2015 12:00:00 PM,7/14/2015 12:00:00 PM,ION Construction Work,Closed,Completed,,,Kitchener,GrandLinq Hotline 1-844-625-1010,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,231.162348194416
4801,53857,Road,OTTAWA ST S,HOMER WATSON BLVD,KEHL ST,8/7/2015 12:00:00 PM,8/10/2015 12:00:00 PM,Bridge Work,Closed,Completed,AUG 7 8:00 P.M. TO AUG 10 6:00 A.M.,,Kitchener,Other,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,MTO,N,Road - Closed,517.780144987713
4802,53871,Road,GERARD AVE,MAYWOOD RD,WOODHAVEN RD,7/16/2015 12:00:00 PM,7/16/2015 12:00:00 PM,Sewer Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,249.580163332958
4817,53864,Road,SIMEON ST,KRUG ST,CAMERON ST N,7/14/2015 12:00:00 PM,7/14/2015 12:00:00 PM,Sewer Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,202.52103171463
4818,53879,Intersection,WELLINGTON ST N,MOORE AVE,KING ST W,7/14/2015 12:00:00 PM,7/20/2015 12:00:00 PM,ION Construction Work,Closed,Completed,,,Kitchener,GrandLinq Hotline 1-844-625-1010,,,,,Intersection,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Intersection - Closed,189.180805961398
4833,52904,Road,HALLS LANE W,VICTORIA ST S,FRANCIS ST S,2/10/2015 12:00:00 PM,8/31/2015 12:00:00 PM,Site Servicing,Closed,Completed,New development - 16 MONTHS,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,143.234984154366
5121,53897,Road,JUBILEE DR,VICTORIA ST S,DAVID ST,7/17/2015 12:00:00 PM,7/19/2015 12:00:00 PM,Special Event,Closed,Completed,3 days,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,729.800188596745
5122,53906,Road,KING ST W,ONTARIO ST N,WATER ST N,7/17/2015 12:00:00 PM,7/17/2015 12:00:00 PM,Special Event,Closed,Completed,5:00 p.m. to 8:00 p.m.,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,358.70037279065
5123,53917,Road,WATER ST S,CHARLES ST W,DUKE ST W,7/17/2015 12:00:00 PM,7/17/2015 12:00:00 PM,Special Event,Closed,Completed,NORTHBOUND ONLY 5:00 p.m. to 8:00 p.m.,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,93.6476119145308
5124,53926,Road,HALLS LANE W,WATER ST S,ONTARIO ST S,7/17/2015 12:00:00 PM,7/17/2015 12:00:00 PM,Special Event,Closed,Completed,5:00 p.m. to 8:00 p.m.,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,160.962569167039
5125,53946,Road,FAIRVIEW AVE,WEBER ST E,SAMUEL ST,7/17/2015 12:00:00 PM,9/30/2015 12:00:00 PM,Road Reconstruction,Closed,Completed,SAMUEL ST ROAD RECONSTRUCTION,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,122.533338872148
5126,53955,Road,COLLEGE ST,KING ST W,DUKE ST W,7/16/2015 12:00:00 PM,9/1/2015 4:00:00 AM,Utility Work,Closed,Completed,NORTHBOUND CLOSURE ONLY,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,105.090170477553
5127,53966,Intersection,WATER ST S,KING ST W,JOSEPH ST,8/25/2015 12:00:00 PM,11/4/2015 5:00:00 AM,ION Construction Work,Closed,Completed,,,Kitchener,GrandLinq Hotline 1-844-625-1010,,,,,Intersection,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Intersection - Closed,235.005333855111
5128,54004,Road,GRENVILLE AVE,COURTLAND AVE E,END,7/27/2015 12:00:00 PM,7/27/2015 12:00:00 PM,Sewer Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,258.308794062
5137,53935,Road,HALLS LANE W,WATER ST S,ONTARIO ST S,7/17/2015 12:00:00 PM,7/17/2015 12:00:00 PM,Special Event,Closed,Completed,5:00 p.m. to 8:00 p.m.,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,Road - Closed,159.617869166908
5138,53938,Road,FAIRVIEW AVE,WEBER ST E,SAMUEL ST,7/17/2015 12:00:00 PM,7/30/2015 12:00:00 PM,Road Reconstruction,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,117.146005843834
5140,53983,Road,SPRING HILL PL,THE COUNTRY WAY,END,7/20/2015 12:00:00 PM,7/20/2015 12:00:00 PM,Sewer Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,131.108412307668
5141,53990,Road,DALEWOOD DR,PENROSE AVE,PENROSE AVE,7/21/2015 12:00:00 PM,7/21/2015 12:00:00 PM,Sewer Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,411.017511970948
5142,53997,Road,PATRICIA AVE,SPADINA RD W,HIGHLAND RD W,7/23/2015 12:00:00 PM,7/23/2015 12:00:00 PM,Sewer Work,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,227.784125350967
5762,54079,Road,GLASGOW ST,INWOOD DR,KNELL DR,8/4/2015 12:00:00 PM,8/7/2015 12:00:00 PM,Road Repair,Closed,Completed,,via Westwood Dr,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,438.019787589474
5763,54087,Road,INWOOD DR,WESTWOOD DR,GLASGOW ST,8/4/2015 12:00:00 PM,8/7/2015 12:00:00 PM,Road Repair,Closed,Completed,for road repairs on Glasgow St,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,275.364418083236
5764,54095,Road,HIDDEN VALLEY RD,HIDDEN VALLEY CRES,WABANAKI DR,9/1/2015 12:00:00 PM,12/31/2015 5:00:00 AM,Sewer Work,Closed,Completed,FREEPORT FORCEMAIN WORK,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,623.341416037076
5765,54102,Road,PALMER AVE,COURTLAND AVE E,END,7/27/2015 12:00:00 PM,7/28/2015 12:00:00 PM,Other,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,Road - Closed,74.201932760408
